entry_id,contest_id,contest_name,entry_fee,P,C/1B,2B,3B,SS,OF,OF,OF,UTIL,"","Instructions"
"3672245601","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","1) Edit your lineup by inserting any player from this list into their appropriate position columns"
"3672245602","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","2) You can paste either the Player ID + Name OR ID from their respective columns"
"3672245604","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","3) Any information to the right of the last position column will be ignored in the upload. Don't leave blank rows. Any entries after a blank row will not be edited"
"3672245607","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","","4) You can not use this form to create new entries"
"3672245609","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","",""
"3672245611","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",Player ID + Player Name,Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,Probable Pitcher,Batting Order,Roster Position
"3672245871","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-203676:David Festa,127566-203676,P,David,David Festa,Festa,22.272727272727273,11,7000,MIN@BAL,MIN,BAL,IL,Shoulder,,,,P
"3672245872","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-168950:Andre Pallante,127566-168950,P,Andre,Andre Pallante,Pallante,19.516129032258064,31,7000,TB@STL,STL,TB,,,,,,P
"3672245873","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-154714:Tylor Megill,127566-154714,P,Tylor,Tylor Megill,Megill,29.714285714285715,14,7000,PIT@NYM,NYM,PIT,IL,Elbow,,,,P
"3672245876","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-185896:Cody Bradford,127566-185896,P,Cody,Cody Bradford,Bradford,29.785714285714285,14,7000,TEX@PHI,TEX,PHI,IL,Elbow,,,,P
"3672245877","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-165551:Reese Olson,127566-165551,P,Reese,Reese Olson,Olson,28.076923076923077,13,7000,DET@SD,DET,SD,IL,Shoulder,,,,P
"3672245878","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-165638:Randy Vasquez,127566-165638,P,Randy,Randy Vasquez,Vasquez,19.142857142857142,28,7000,DET@SD,SD,DET,,,,,,P
"3672245880","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-165636:Hayden Wesneski,127566-165636,P,Hayden,Hayden Wesneski,Wesneski,24.833333333333332,6,7000,LAA@HOU,HOU,LAA,IL,Elbow,,,,P
"3672245882","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-79853:Jordan Montgomery,127566-79853,P,Jordan,Jordan Montgomery,Montgomery,17.16,25,7000,TEX@PHI,TEX,PHI,IL,Elbow,,,,P
"3672245883","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-165731:Mitchell Parker,127566-165731,P,Mitchell,Mitchell Parker,Parker,17.757575757575758,33,6900,WSH@CHC,WSH,CHC,,,,,,P
"3672245884","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-178415:Javier Assad,127566-178415,P,Javier,Javier Assad,Assad,20.875,8,6800,WSH@CHC,CHC,WSH,,,,,,P
"3672245885","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-53590:Nick Martinez,127566-53590,P,Nick,Nick Martinez,Martinez,17.097560975609756,41,6800,TB@STL,TB,STL,DTD,Hamstring,,,,P
"3672245886","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-194939:Joe Boyle,127566-194939,P,Joe,Joe Boyle,Boyle,19.923076923076923,13,6800,TB@STL,TB,STL,,,,,,P
"3672245887","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-182750:Andrew Painter,127566-182750,P,Andrew,Andrew Painter,Painter,,0,6800,TEX@PHI,PHI,TEX,,,,,,P
"3672245888","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-82540:Tanner Houck,127566-82540,P,Tanner,Tanner Houck,Houck,13.555555555555555,9,6800,BOS@CIN,BOS,CIN,IL,Elbow,,,,P
"3672245890","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-146733:Kyle Harrison,127566-146733,P,Kyle,Kyle Harrison,Harrison,16.636363636363637,11,6800,CWS@MIL,MIL,CWS,,,,,,P
"3672245891","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-79168:Walker Buehler,127566-79168,P,Walker,Walker Buehler,Buehler,20.576923076923077,26,6800,DET@SD,SD,DET,,,,,,P
"3672245893","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-73880:German Marquez,127566-73880,P,German,German Marquez,Marquez,14.923076923076923,27,6700,DET@SD,SD,DET,,,,,,P
"3672245894","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-21097:Taijuan Walker,127566-21097,P,Taijuan,Taijuan Walker,Walker,14.542857142857143,35,6700,TEX@PHI,PHI,TEX,,,,,,P
"3672245895","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-52174:Steven Matz,127566-52174,P,Steven,Steven Matz,Matz,6.745454545454545,55,6700,TB@STL,TB,STL,,,,,,P
"3672245896","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-160939:Jacob Latz,127566-160939,P,Jacob,Jacob Latz,Latz,13.125,33,6700,TEX@PHI,TEX,PHI,,,,,,P
"3672245897","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-181837:Ben Brown,127566-181837,P,Ben,Ben Brown,Brown,20.346153846153847,26,6700,WSH@CHC,CHC,WSH,,,,,,P
"3672245899","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-222885:Brad Lord,127566-222885,P,Brad,Brad Lord,Lord,12.27659574468085,48,6700,WSH@CHC,WSH,CHC,,,,,,P
"3672245900","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-202541:Cade Povich,127566-202541,P,Cade,Cade Povich,Povich,23.90909090909091,22,6600,MIN@BAL,BAL,MIN,,,,,,P
"3672245903","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-135361:Nabil Crismatt,127566-135361,P,Nabil,Nabil Crismatt,Crismatt,19.625,8,6500,TEX@PHI,TEX,PHI,O,Elbow,,,,P
"3672245904","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-110822:Jose Urquidy,127566-110822,P,Jose,Jose Urquidy,Urquidy,5,2,6500,PIT@NYM,PIT,NYM,,,,,,P
"3672245905","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-198917:Drew Thorpe,127566-198917,P,Drew,Drew Thorpe,Thorpe,18.333333333333332,9,6500,CWS@MIL,CWS,MIL,IL,Elbow,,,0,P
"3672245909","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-219662:Colton Gordon,127566-219662,P,Colton,Colton Gordon,Gordon,18.05,20,6500,LAA@HOU,HOU,LAA,,,,,,P
"3672245910","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-164529:Jordan Wicks,127566-164529,P,Jordan,Jordan Wicks,Wicks,7.428571428571429,8,6500,WSH@CHC,CHC,WSH,IL,Elbow,,,,P
"3672245912","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-82638:Jordan Hicks,127566-82638,P,Jordan,Jordan Hicks,Hicks,7.2727272727272725,34,6500,CWS@MIL,CWS,MIL,,,,,0,P
"3672245914","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-17121:Miles Mikolas,127566-17121,P,Miles,Miles Mikolas,Mikolas,19.258064516129032,31,6500,WSH@CHC,WSH,CHC,,,,,,P
"3672245915","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-211765:Richard Fitts,127566-211765,P,Richard,Richard Fitts,Fitts,18.181818181818183,11,6500,TB@STL,STL,TB,,,,,,P
"3672245917","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-189470:Kyle Leahy,127566-189470,P,Kyle,Kyle Leahy,Leahy,7.180327868852459,62,6500,TB@STL,STL,TB,,,,,,P
"3672245918","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-208114:Connor Gillispie,127566-208114,P,Connor,Connor Gillispie,Gillispie,12,6,6500,TEX@PHI,PHI,TEX,,,,,,P
"3672245919","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-79142:Foster Griffin,127566-79142,P,Foster,Foster Griffin,Griffin,,0,6500,WSH@CHC,WSH,CHC,,,,,,P
"3672245920","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-222819:Jonah Tong,127566-222819,P,Jonah,Jonah Tong,Tong,17.2,5,6500,PIT@NYM,NYM,PIT,,,,,,P
"3672245921","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-165547:Jackson Jobe,127566-165547,P,Jackson,Jackson Jobe,Jobe,22.7,10,6500,DET@SD,DET,SD,IL,Elbow,,,,P
"3672245922","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-163703:Ryan Weiss,127566-163703,P,Ryan,Ryan Weiss,Weiss,,0,6500,LAA@HOU,HOU,LAA,,,,,,P
"3672245923","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-188485:Matt Waldron,127566-188485,P,Matt,Matt Waldron,Waldron,11,1,6400,DET@SD,SD,DET,O,Lower body,,,,P
"3672245926","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-232674:Andrew Alvarez,127566-232674,P,Andrew,Andrew Alvarez,Alvarez,24.4,5,6400,WSH@CHC,WSH,CHC,,,,,,P
"3672245928","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-102684:Jake Irvin,127566-102684,P,Jake,Jake Irvin,Irvin,20,33,6300,WSH@CHC,WSH,CHC,,,,,,P
"3672245929","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-219586:Ian Seymour,127566-219586,P,Ian,Ian Seymour,Seymour,16.789473684210527,19,6300,TB@STL,TB,STL,,,,,,P
"3672245930","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-219668:Hunter Dobbins,127566-219668,P,Hunter,Hunter Dobbins,Dobbins,20.76923076923077,13,6300,TB@STL,STL,TB,IL,Knee,,,,P
"3672245931","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-232673:Mitch Farris,127566-232673,P,Mitch,Mitch Farris,Farris,20.2,5,6300,LAA@HOU,LAA,HOU,,,,,,P
"3672245932","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-197899:Kai-Wei Teng,127566-197899,P,Kai-Wei,Kai-Wei Teng,Teng,19.375,8,6300,LAA@HOU,HOU,LAA,,,,,,P
"3672245934","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-118202:Kyle Hart,127566-118202,P,Kyle,Kyle Hart,Hart,8.9,20,6300,DET@SD,SD,DET,,,,,,P
"3672245935","127566-279197667","$6K Thu MLB Wiffle Ball (150 Entries Max)","0.05","","","","","","","","","","",127566-200581:Jonathan Cannon,127566-200581,P,Jonathan,Jonathan Cannon,Cannon,18.363636363636363,22,6300,CWS@MIL,CWS,MIL,,,,,0,P
"3672245300","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-102502:Josiah Gray,127566-102502,P,Josiah,Josiah Gray,Gray,6.5,3,6200,WSH@CHC,WSH,CHC,IL,Elbow,,,,P
"3672245302","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-198891:Caden Dana,127566-198891,P,Caden,Caden Dana,Dana,18.714285714285715,7,6200,LAA@HOU,LAA,HOU,DTD,Illness,,,,P
"3672245303","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-82534:Bryse Wilson,127566-82534,P,Bryse,Bryse Wilson,Wilson,6.05,20,6200,TEX@PHI,PHI,TEX,,,,,,P
"3672245304","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-119398:Yoendrys Gomez,127566-119398,P,Yoendrys,Yoendrys Gomez,Gomez,13.6,21,6200,TB@STL,TB,STL,,,,,,P
"3672245305","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-170891:Davis Daniel,127566-170891,P,Davis,Davis Daniel,Daniel,13,3,6200,BOS@CIN,CIN,BOS,,,,,,P
"3672245307","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-68564:Erick Fedde,127566-68564,P,Erick,Erick Fedde,Fedde,14.4375,32,6200,CWS@MIL,CWS,MIL,,,,,0,P
"3672245309","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-52190:Marco Gonzales,127566-52190,P,Marco,Marco Gonzales,Gonzales,19,7,6200,DET@SD,SD,DET,,,,,,P
"3672245311","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-197766:Keider Montero,127566-197766,P,Keider,Keider Montero,Montero,18.08695652173913,23,6200,DET@SD,DET,SD,,,,,,P
"3672245313","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-146717:Mick Abel,127566-146717,P,Mick,Mick Abel,Abel,17.9,11,6200,MIN@BAL,MIN,BAL,,,,,,P
"3672245316","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-181660:Jhony Brito,127566-181660,P,Jhony,Jhony Brito,Brito,6.3076923076923075,26,6200,DET@SD,SD,DET,IL,Forearm,,,,P
"3672245318","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-181805:J.P. France,127566-181805,P,J.P.,J.P. France,France,15,2,6200,LAA@HOU,HOU,LAA,,,,,,P
"3672245322","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-211069:Sam Aldegheri,127566-211069,P,Sam,Sam Aldegheri,Aldegheri,10.25,4,6100,LAA@HOU,LAA,HOU,,,,,,P
"3672245325","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-219569:Justin Hagenman,127566-219569,P,Justin,Justin Hagenman,Hagenman,11.555555555555555,9,6100,PIT@NYM,NYM,PIT,IL,Ribs,,,,P
"3672245327","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-79118:Triston McKenzie,127566-79118,P,Triston,Triston McKenzie,McKenzie,2,4,6100,DET@SD,SD,DET,,,,,,P
"3672245329","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-146734:Tink Hence,127566-146734,P,Tink,Tink Hence,Hence,,0,6100,TB@STL,STL,TB,,,,,,P
"3672245332","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-165546:Ty Madden,127566-165546,P,Ty,Ty Madden,Madden,13.142857142857142,7,6100,DET@SD,DET,SD,,,,,,P
"3672245334","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-194242:Carson Spiers,127566-194242,P,Carson,Carson Spiers,Spiers,16.666666666666668,3,6100,BOS@CIN,CIN,BOS,O,Elbow,,,,P
"3672245337","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-165600:Jake Eder,127566-165600,P,Jake,Jake Eder,Eder,8.75,8,6100,WSH@CHC,WSH,CHC,,,,,,P
"3672245338","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-194697:Sawyer Gipson-Long,127566-194697,P,Sawyer,Sawyer Gipson-Long,Gipson-Long,12.125,8,6000,DET@SD,DET,SD,IL,Oblique,,,,P
"3672245341","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-198904:Christian Scott,127566-198904,P,Christian,Christian Scott,Scott,22.11111111111111,9,6000,PIT@NYM,NYM,PIT,,,,,,P
"3672245353","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-119355:Jack Kochanowicz,127566-119355,P,Jack,Jack Kochanowicz,Kochanowicz,14.391304347826088,23,6000,LAA@HOU,LAA,HOU,,,,,,P
"3672245356","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-119416:Brandon Williamson,127566-119416,P,Brandon,Brandon Williamson,Williamson,15.25,4,6000,BOS@CIN,CIN,BOS,,,,,,P
"3672245358","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-68483:Trevor Williams,127566-68483,P,Trevor,Trevor Williams,Williams,17.294117647058822,17,6000,WSH@CHC,WSH,CHC,IL,Elbow,,,,P
"3672245360","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-68505:Carson Fulmer,127566-68505,P,Carson,Carson Fulmer,Fulmer,8.384615384615385,13,6000,PIT@NYM,PIT,NYM,,,,,,P
"3672245362","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-209958:Julian Aguiar,127566-209958,P,Julian,Julian Aguiar,Aguiar,15.142857142857142,7,6000,BOS@CIN,CIN,BOS,,,,,,P
"3672245363","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-156976:Darren McCaughan,127566-156976,P,Darren,Darren McCaughan,McCaughan,10.333333333333334,3,6000,BOS@CIN,CIN,BOS,,,,,,P
"3672245365","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-79201:Anthony Kay,127566-79201,P,Anthony,Anthony Kay,Kay,,0,6000,CWS@MIL,CWS,MIL,,,,,0,P
"3672245367","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-229085:Troy Melton,127566-229085,P,Troy,Troy Melton,Melton,13.25,20,6000,DET@SD,DET,SD,IL,Elbow,,,,P
"3672245369","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-165634:Ken Waldichuk,127566-165634,P,Ken,Ken Waldichuk,Waldichuk,0,1,6000,WSH@CHC,WSH,CHC,,,,,,P
"3672245370","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-135231:Jared Shuster,127566-135231,P,Jared,Jared Shuster,Shuster,3.4166666666666665,12,5900,TB@STL,STL,TB,,,,,,P
"3672245371","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-102569:Michael Mercado,127566-102569,P,Michael,Michael Mercado,Mercado,2,3,5900,TEX@PHI,PHI,TEX,DTD,Shoulder,,,,P
"3672245372","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-170174:Chase Silseth,127566-170174,P,Chase,Chase Silseth,Silseth,6.6,10,5900,LAA@HOU,LAA,HOU,,,,,,P
"3672245373","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-219703:Travis Adams,127566-219703,P,Travis,Travis Adams,Adams,6.444444444444445,18,5900,MIN@BAL,MIN,BAL,IL,Triceps,,,,P
"3672245374","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-82537:DL Hall,127566-82537,P,DL,DL Hall,Hall,7.9,20,5900,CWS@MIL,MIL,CWS,,,,,,P
"3672245375","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-119449:Jackson Rutledge,127566-119449,P,Jackson,Jackson Rutledge,Rutledge,4.73015873015873,63,5900,WSH@CHC,WSH,CHC,,,,,,P
"3672245377","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-70470:Albert Suarez,127566-70470,P,Albert,Albert Suarez,Suarez,13.6,5,5900,MIN@BAL,BAL,MIN,,,,,,P
"3672245379","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-60627:Touki Toussaint,127566-60627,P,Touki,Touki Toussaint,Toussaint,9,1,5900,LAA@HOU,LAA,HOU,,,,,,P
"3672245381","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-197893:Jose Corniell,127566-197893,P,Jose,Jose Corniell,Corniell,-1,1,5900,TEX@PHI,TEX,PHI,,,,,,P
"3672245382","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-146724:Carmen Mlodzinski,127566-146724,P,Carmen,Carmen Mlodzinski,Mlodzinski,14.029411764705882,34,5900,PIT@NYM,PIT,NYM,,,,,,P
"3672245383","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-238908:Miguel Ullola,127566-238908,P,Miguel,Miguel Ullola,Ullola,,0,5900,LAA@HOU,HOU,LAA,,,,,,P
"3672245386","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-226643:AJ Blubaugh,127566-226643,P,AJ,AJ Blubaugh,Blubaugh,18.272727272727273,11,5900,LAA@HOU,HOU,LAA,,,,,,P
"3672245387","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-222565:Shinnosuke Ogasawara,127566-222565,P,Shinnosuke,Shinnosuke Ogasawara,Ogasawara,5.304347826086956,23,5900,WSH@CHC,WSH,CHC,,,,,,P
"3672245390","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-238957:David Davalillo,127566-238957,P,David,David Davalillo,Davalillo,,0,5900,TEX@PHI,TEX,PHI,,,,,,P
"3672245391","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-161167:Glenn Otto,127566-161167,P,Glenn,Glenn Otto,Otto,0,1,5900,LAA@HOU,HOU,LAA,DTD,Shoulder,,,,P
"3672245392","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-181832:Roddery Munoz,127566-181832,P,Roddery,Roddery Munoz,Munoz,5,9,5900,LAA@HOU,HOU,LAA,,,,,,P
"3672245393","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-165665:Robert Gasser,127566-165665,P,Robert,Robert Gasser,Gasser,8.5,4,5900,CWS@MIL,MIL,CWS,,,,,,P
"3672245394","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-163675:Noah Davis,127566-163675,P,Noah,Noah Davis,Davis,1.5,9,5900,PIT@NYM,PIT,NYM,,,,,,P
"3672245395","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-202608:Carlos Rodriguez,127566-202608,P,Carlos,Carlos Rodriguez,Rodriguez,11.75,4,5900,CWS@MIL,MIL,CWS,,,,,,P
"3672245396","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-198916:Thomas Harrington,127566-198916,P,Thomas,Thomas Harrington,Harrington,0.6666666666666666,3,5800,PIT@NYM,PIT,NYM,,,,,,P
"3672245397","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-219659:Brandon Young,127566-219659,P,Brandon,Brandon Young,Young,17.333333333333332,12,5800,MIN@BAL,BAL,MIN,,,,,,P
"3672245398","127566-279197668","$10K Thu MLB Pinch Hit (Only $0.25 to Enter)","0.25","","","","","","","","","","",127566-207394:Bryan Sammons,127566-207394,P,Bryan,Bryan Sammons,Sammons,18.166666666666668,6,5800,DET@SD,DET,SD,,,,,,P
